station,valid,metar
EGKK,2024-03-23 01:50,EGKK 230150Z 26008KT CAVOK 04/02 Q1015
EGKK,2024-03-23 02:20,EGKK 230220Z 26009KT CAVOK 04/02 Q1015
EGKK,2024-03-23 02:50,EGKK 230250Z 26009KT CAVOK 04/01 Q1014
EGKK,2024-03-23 03:20,EGKK 230320Z 26008KT CAVOK 04/01 Q1014
EGKK,2024-03-23 03:50,EGKK 230350Z 26009KT CAVOK 03/01 Q1014
EGKK,2024-03-23 04:20,EGKK 230420Z 26011KT CAVOK 03/01 Q1014
EGKK,2024-03-23 04:50,EGKK 230450Z 26012KT CAVOK 03/01 Q1014
EGKK,2024-03-23 05:20,EGKK 230520Z 26012KT CAVOK 03/01 Q1014
EGKK,2024-03-23 05:50,EGKK 230550Z 26011KT CAVOK 04/01 Q1014
EGKK,2024-03-23 06:20,EGKK 230620Z 25010KT CAVOK 04/01 Q1014
EGKK,2024-03-23 06:50,EGKK 230650Z 25009KT CAVOK 04/01 Q1014
EGKK,2024-03-23 07:20,EGKK 230720Z 26010KT 9999 FEW012 05/02 Q1014
EGKK,2024-03-23 07:50,EGKK 230750Z 26012KT 9999 FEW016 06/02 Q1014
EGKK,2024-03-23 08:20,EGKK 230820Z 26015KT 9999 FEW020 07/02 Q1013
EGKK,2024-03-23 08:50,EGKK 230850Z 26016KT 9999 FEW027 07/02 Q1013
EGKK,2024-03-23 09:20,EGKK 230920Z 26015KT 9999 FEW027 08/02 Q1013
EGKK,2024-03-23 09:50,EGKK 230950Z 26015KT 9999 SCT030 08/02 Q1013
EGKK,2024-03-23 10:20,EGKK 231020Z 26011KT 9999 SCT031 09/02 Q1013
EGKK,2024-03-23 10:50,EGKK 231050Z 26015KT 9999 FEW036 SCT043 09/01 Q1012
EGKK,2024-03-23 11:20,EGKK 231120Z 25015KT 9999 FEW043 10/01 Q1012
EGKK,2024-03-23 11:50,EGKK 231150Z 26015KT 9999 SCT045 10/01 Q1012
EGKK,2024-03-23 12:20,EGKK 231220Z 24012KT 9999 -RA SCT045 09/01 Q1011
EGKK,2024-03-23 12:50,EGKK 231250Z 25018KT 9999 -RA FEW025 SCT037CB 06/03 Q1012
EGKK,2024-03-23 13:20,EGKK 231320Z 25011KT 9999 FEW024 08/04 Q1011
EGKK,2024-03-23 13:50,EGKK 231350Z 25015G25KT 9999 -RA SCT024 06/03 Q1011 RESHRA
EGKK,2024-03-23 14:20,EGKK 231420Z 28013KT 9999 FEW024 SCT039 BKN047 08/05 Q1010
EGKK,2024-03-23 14:50,EGKK 231450Z 26012KT 9999 SCT026 06/03 Q1011
EGKK,2024-03-23 15:20,EGKK 231520Z 27010KT 240V300 CAVOK 08/03 Q1010
EGKK,2024-03-23 15:50,EGKK 231550Z 29013KT 9999 SCT030 09/03 Q1010
EGKK,2024-03-23 16:20,EGKK 231620Z 28014KT 9999 BKN030 09/03 Q1010
EGKK,2024-03-23 16:50,EGKK 231650Z 27015KT 9999 FEW036 08/01 Q1010
EGKK,2024-03-23 17:20,EGKK 231720Z 28015KT 9999 FEW039 08/01 Q1010
EGKK,2024-03-23 17:50,EGKK 231750Z 28013KT 9999 FEW032 08/00 Q1010
EGKK,2024-03-23 18:20,EGKK 231820Z 28011KT CAVOK 07/01 Q1010
EGKK,2024-03-23 18:50,EGKK 231850Z 27009KT CAVOK 06/01 Q1011
EGKK,2024-03-23 19:20,EGKK 231920Z 27009KT CAVOK 06/00 Q1011
EGKK,2024-03-23 19:50,EGKK 231950Z 25007KT CAVOK 06/01 Q1011
EGKK,2024-03-23 20:20,EGKK 232020Z 24007KT CAVOK 06/00 Q1011
EGKK,2024-03-23 20:50,EGKK 232050Z 25009KT CAVOK 05/00 Q1011
EGKK,2024-03-23 21:20,EGKK 232120Z 24008KT CAVOK 06/00 Q1011
EGKK,2024-03-23 21:50,EGKK 232150Z 23007KT CAVOK 06/00 Q1011
EGKK,2024-03-23 22:20,EGKK 232220Z 24010KT CAVOK 06/M00 Q1010
EGKK,2024-03-23 22:50,EGKK 232250Z 25011KT CAVOK 06/M00 Q1010
EGKK,2024-03-23 23:20,EGKK 232320Z 25010KT CAVOK 06/00 Q1010
EGKK,2024-03-23 23:50,EGKK 232350Z 24009KT CAVOK 06/00 Q1010
EGKK,2024-03-24 00:20,EGKK 240020Z 24011KT CAVOK 06/01 Q1010
EGKK,2024-03-24 00:50,EGKK 240050Z 25012KT 9999 FEW048 06/01 Q1010
EGKK,2024-03-24 01:20,EGKK 240120Z 25011KT 9999 SCT044 06/01 Q1010
EGKK,2024-03-24 01:50,EGKK 240150Z 25013KT 9999 FEW048 06/01 Q1010
EGKK,2024-03-24 02:20,EGKK 240220Z 25012KT 9999 FEW049 05/01 Q1009
EGKK,2024-03-24 02:50,EGKK 240250Z 25012KT 9999 SCT046 06/02 Q1009
EGKK,2024-03-24 03:20,EGKK 240320Z 25012KT 9999 SCT048 06/02 Q1009
EGKK,2024-03-24 03:50,EGKK 240350Z 24011KT 9999 SCT042 06/02 Q1009
EGKK,2024-03-24 04:20,EGKK 240420Z 25010KT 9999 SCT037 05/02 Q1009
EGKK,2024-03-24 04:50,EGKK 240450Z 26011KT 9999 SCT041 05/02 Q1009
EGKK,2024-03-24 05:20,EGKK 240520Z 26012KT 9999 SCT041 06/02 Q1010
EGKK,2024-03-24 05:50,EGKK 240550Z 25010KT 9999 FEW033 05/02 Q1010
EGKK,2024-03-24 06:20,EGKK 240620Z 25011KT 9999 FEW032 05/03 Q1010
EGKK,2024-03-24 06:50,EGKK 240650Z 25011KT 9999 FEW033 06/03 Q1010
EGKK,2024-03-24 07:20,EGKK 240720Z 25011KT 9999 FEW022 06/03 Q1010
EGKK,2024-03-24 07:50,EGKK 240750Z 27013KT 9999 FEW022 07/03 Q1010
EGKK,2024-03-24 08:20,EGKK 240820Z 27012G24KT 9999 FEW024 08/03 Q1011
EGKK,2024-03-24 08:50,EGKK 240850Z 29014KT 9999 SCT025 08/03 Q1011
EGKK,2024-03-24 09:20,EGKK 240920Z 29016KT 9999 SCT028 08/02 Q1011
EGKK,2024-03-24 09:50,EGKK 240950Z 30015KT 9999 SCT031 09/02 Q1011
EGKK,2024-03-24 10:20,EGKK 241020Z 30012KT 9999 SCT030 09/02 Q1011
EGKK,2024-03-24 10:50,EGKK 241050Z 30015KT 9999 FEW037 SCT045 10/02 Q1011
EGKK,2024-03-24 11:20,EGKK 241120Z 30017KT 9999 SCT035 11/01 Q1011
EGKK,2024-03-24 11:50,EGKK 241150Z 30013KT 9999 SCT040 11/01 Q1011
EGKK,2024-03-24 12:20,EGKK 241220Z 30014KT 9999 SCT045 11/01 Q1011
EGKK,2024-03-24 12:50,EGKK 241250Z 29014KT 9999 SCT045 12/01 Q1011
EGKK,2024-03-24 13:20,EGKK 241320Z 29015KT 9999 SCT045 12/01 Q1011
EGKK,2024-03-24 13:50,EGKK 241350Z 30016KT CAVOK 12/M00 Q1011
EGKK,2024-03-24 14:20,EGKK 241420Z 29014KT CAVOK 13/00 Q1011
EGKK,2024-03-24 14:50,EGKK 241450Z 29011KT CAVOK 12/00 Q1010
EGKK,2024-03-24 15:20,EGKK 241520Z 30013KT CAVOK 12/M01 Q1010
EGKK,2024-03-24 15:50,EGKK 241550Z 30012KT CAVOK 12/M00 Q1010
EGKK,2024-03-24 16:20,EGKK 241620Z 31011KT CAVOK 12/M00 Q1010
EGKK,2024-03-24 16:50,EGKK 241650Z 31008KT CAVOK 12/M00 Q1010
EGKK,2024-03-24 17:20,EGKK 241720Z 31007KT CAVOK 12/M00 Q1010
EGKK,2024-03-24 17:50,EGKK 241750Z 30006KT CAVOK 11/M01 Q1010
EGKK,2024-03-24 18:20,EGKK 241820Z 28005KT CAVOK 10/M01 Q1010
EGKK,2024-03-24 18:50,EGKK 241850Z 22003KT CAVOK 08/00 Q1010
EGKK,2024-03-24 19:20,EGKK 241920Z 23004KT CAVOK 08/M00 Q1010
EGKK,2024-03-24 19:50,EGKK 241950Z 20003KT CAVOK 06/M00 Q1010
EGKK,2024-03-24 20:20,EGKK 242020Z 20003KT CAVOK 05/M00 Q1010
EGKK,2024-03-24 20:50,EGKK 242050Z 17001KT CAVOK 05/M00 Q1009
EGKK,2024-03-24 21:20,EGKK 242120Z VRB01KT CAVOK 04/00 Q1009
EGKK,2024-03-24 21:50,EGKK 242150Z 17002KT CAVOK 04/00 Q1009
EGKK,2024-03-24 22:20,EGKK 242220Z VRB02KT CAVOK 04/01 Q1009
EGKK,2024-03-24 22:50,EGKK 242250Z 15001KT CAVOK 04/01 Q1009
EGKK,2024-03-24 23:20,EGKK 242320Z 12001KT CAVOK 04/01 Q1008
EGKK,2024-03-24 23:50,EGKK 242350Z VRB01KT CAVOK 03/01 Q1008
EGKK,2024-03-25 00:20,EGKK 250020Z 10001KT CAVOK 04/02 Q1008
EGKK,2024-03-25 00:50,EGKK 250050Z VRB02KT CAVOK 04/02 Q1007
EGKK,2024-03-25 01:20,EGKK 250120Z 25001KT CAVOK 03/01 Q1007
EGKK,2024-03-25 01:50,EGKK 250150Z 09001KT CAVOK 02/01 Q1007
EGKK,2024-03-25 02:20,EGKK 250220Z 08002KT CAVOK 02/01 Q1006
EGKK,2024-03-25 02:50,EGKK 250250Z 09003KT CAVOK 02/01 Q1006
EGKK,2024-03-25 03:20,EGKK 250320Z 06001KT CAVOK 03/02 Q1005
EGKK,2024-03-25 03:50,EGKK 250350Z 17003KT CAVOK 05/05 Q1005
EGKK,2024-03-25 04:20,EGKK 250420Z 16003KT CAVOK 06/05 Q1004
EGKK,2024-03-25 04:50,EGKK 250450Z 16003KT CAVOK 06/05 Q1004
EGKK,2024-03-25 05:20,EGKK 250520Z 15003KT 9999 FEW020 07/05 Q1004
EGKK,2024-03-25 05:50,EGKK 250550Z 16003KT 140V200 9999 FEW020 07/05 Q1004
EGKK,2024-03-25 06:20,EGKK 250620Z 16004KT 9999 FEW020 07/05 Q1003
EGKK,2024-03-25 06:50,EGKK 250650Z 16004KT 130V190 9999 FEW018 07/05 Q1003
EGKK,2024-03-25 07:20,EGKK 250720Z 17005KT 140V210 9999 FEW022 08/05 Q1003
EGKK,2024-03-25 07:50,EGKK 250750Z 16007KT 140V200 9999 FEW020 08/05 Q1003
EGKK,2024-03-25 08:20,EGKK 250820Z 18007KT 140V210 9999 SCT021 09/05 Q1002
EGKK,2024-03-25 08:50,EGKK 250850Z 17008KT 9999 SCT021 09/04 Q1002
EGKK,2024-03-25 09:20,EGKK 250920Z 16009KT 130V190 9999 SCT022 09/04 Q1002
EGKK,2024-03-25 09:50,EGKK 250950Z 15009KT 9999 FEW021 SCT038 09/04 Q1002
EGKK,2024-03-25 10:20,EGKK 251020Z 17007KT 140V210 9999 SCT026 10/04 Q1001
EGKK,2024-03-25 10:50,EGKK 251050Z 17010KT 130V200 9999 BKN029 10/04 Q1001
EGKK,2024-03-25 11:20,EGKK 251120Z 17009KT 130V200 9999 BKN027 11/04 Q1001
EGKK,2024-03-25 11:50,EGKK 251150Z 17010KT 130V200 9999 BKN026 11/04 Q1000
EGKK,2024-03-25 12:20,EGKK 251220Z 18011KT 140V210 9999 SCT030 11/04 Q1000
EGKK,2024-03-25 12:50,EGKK 251250Z 18009KT 9999 SCT032 11/03 Q0999
EGKK,2024-03-25 13:20,EGKK 251320Z 14009KT 9999 SCT033 11/03 Q0999
EGKK,2024-03-25 13:50,EGKK 251350Z 17009KT 120V210 9999 SCT035 SCT041 11/03 Q0998
EGKK,2024-03-25 14:20,EGKK 251420Z 17007KT 120V200 9999 SCT035 11/03 Q0998
EGKK,2024-03-25 14:50,EGKK 251450Z 15008KT 110V190 9999 SCT036 11/03 Q0997
EGKK,2024-03-25 15:20,EGKK 251520Z 13009KT 100V170 9999 FEW037 11/03 Q0997
EGKK,2024-03-25 15:50,EGKK 251550Z 14009KT 100V180 9999 FEW037 11/02 Q0996
EGKK,2024-03-25 16:20,EGKK 251620Z 12011KT CAVOK 11/02 Q0996
EGKK,2024-03-25 16:50,EGKK 251650Z 13009KT 080V170 CAVOK 10/03 Q0996
EGKK,2024-03-25 17:20,EGKK 251720Z 13008KT CAVOK 10/03 Q0996
EGKK,2024-03-25 17:50,EGKK 251750Z 12008KT 100V160 CAVOK 10/03 Q0995
EGKK,2024-03-25 18:20,EGKK 251820Z 09006KT CAVOK 09/03 Q0995
EGKK,2024-03-25 18:50,EGKK 251850Z 09008KT CAVOK 09/03 Q0995
EGKK,2024-03-25 19:20,EGKK 251920Z 10006KT CAVOK 09/03 Q0995
EGKK,2024-03-25 19:50,EGKK 251950Z 10006KT CAVOK 09/04 Q0995
EGKK,2024-03-25 20:20,EGKK 252020Z 10006KT CAVOK 09/04 Q0994
EGKK,2024-03-25 20:50,EGKK 252050Z 10008KT CAVOK 09/04 Q0994
EGKK,2024-03-25 21:20,EGKK 252120Z 11007KT CAVOK 09/04 Q0994
EGKK,2024-03-25 21:50,EGKK 252150Z 10007KT CAVOK 09/03 Q0994
EGKK,2024-03-25 22:20,EGKK 252220Z 09006KT CAVOK 08/03 Q0993
EGKK,2024-03-25 22:50,EGKK 252250Z 08005KT CAVOK 07/03 Q0993
EGKK,2024-03-25 23:20,EGKK 252320Z 07005KT CAVOK 07/03 Q0993
EGKK,2024-03-26 00:20,EGKK 260020Z 08004KT CAVOK 06/04 Q0992
EGKK,2024-03-26 01:20,EGKK 260120Z 08006KT CAVOK 07/04 Q0991
EGKK,2024-03-26 01:50,EGKK 260150Z 06004KT CAVOK 07/04 Q0991
EGKK,2024-03-26 02:20,EGKK 260220Z 05004KT CAVOK 07/04 Q0991
EGKK,2024-03-26 02:50,EGKK 260250Z 07004KT CAVOK 06/04 Q0991
EGKK,2024-03-26 03:20,EGKK 260320Z 07004KT CAVOK 06/04 Q0990
EGKK,2024-03-26 03:50,EGKK 260350Z 06005KT CAVOK 07/04 Q0990
EGKK,2024-03-26 04:20,EGKK 260420Z 07004KT CAVOK 06/04 Q0990
EGKK,2024-03-26 04:50,EGKK 260450Z 07004KT CAVOK 06/04 Q0990
EGKK,2024-03-26 05:20,EGKK 260520Z 08004KT CAVOK 06/04 Q0990
EGKK,2024-03-26 05:50,EGKK 260550Z 07003KT CAVOK 06/04 Q0990
EGKK,2024-03-26 06:20,EGKK 260620Z 07004KT CAVOK 06/04 Q0989
EGKK,2024-03-26 06:50,EGKK 260650Z 08005KT CAVOK 06/04 Q0989
EGKK,2024-03-26 07:20,EGKK 260720Z 08006KT CAVOK 08/05 Q0989
EGKK,2024-03-26 07:50,EGKK 260750Z 10004KT 070V140 CAVOK 09/05 Q0989
EGKK,2024-03-26 08:20,EGKK 260820Z 09005KT CAVOK 09/05 Q0989
EGKK,2024-03-26 08:50,EGKK 260850Z 07004KT 020V100 CAVOK 09/06 Q0989
EGKK,2024-03-26 09:20,EGKK 260920Z 08003KT 030V130 CAVOK 10/06 Q0989
EGKK,2024-03-26 09:50,EGKK 260950Z 13005KT 080V200 CAVOK 11/06 Q0988
EGKK,2024-03-26 10:20,EGKK 261020Z VRB03KT CAVOK 12/05 Q0988
EGKK,2024-03-26 10:50,EGKK 261050Z 12005KT 070V170 CAVOK 12/05 Q0988
EGKK,2024-03-26 11:20,EGKK 261120Z 12005KT 090V150 CAVOK 12/05 Q0988
EGKK,2024-03-26 11:50,EGKK 261150Z 14006KT 100V180 CAVOK 12/05 Q0988
EGKK,2024-03-26 12:20,EGKK 261220Z 15005KT 120V200 CAVOK 12/06 Q0987
EGKK,2024-03-26 12:50,EGKK 261250Z 14005KT 110V180 9999 -RA NSC 12/06 Q0987
EGKK,2024-03-26 13:20,EGKK 261320Z 15005KT 130V190 9999 -RA SCT044 12/06 Q0986
EGKK,2024-03-26 13:50,EGKK 261350Z 15004KT 130V200 9999 -RA SCT042 12/07 Q0986
EGKK,2024-03-26 14:20,EGKK 261420Z 13004KT 090V190 9999 -RA SCT024 11/07 Q0986
EGKK,2024-03-26 14:50,EGKK 261450Z VRB02KT 8000 -RA SCT020 BKN035 11/08 Q0985
EGKK,2024-03-26 15:20,EGKK 261520Z 10005KT 080V140 9000 -RA SCT016 BKN023 10/08 Q0985
EGKK,2024-03-26 15:50,EGKK 261550Z 11005KT 9000 -RA SCT015 BKN021 10/08 Q0985
EGKK,2024-03-26 16:20,EGKK 261620Z 12003KT 9999 -RA BKN012 10/08 Q0984
EGKK,2024-03-26 16:50,EGKK 261650Z 15003KT 120V190 8000 -RA SCT007 10/09 Q0984
EGKK,2024-03-26 17:20,EGKK 261720Z 16003KT 8000 -RA SCT008 BKN018 09/09 Q0984
EGKK,2024-03-26 17:50,EGKK 261750Z 18002KT 8000 -RA FEW005 SCT008 BKN020 09/09 Q0984
EGKK,2024-03-26 18:20,EGKK 261820Z 16003KT 9000 -RA FEW007 SCT016 BKN023 09/08 Q0983
EGKK,2024-03-26 18:50,EGKK 261850Z 15003KT 8000 -RA FEW013 SCT028 09/08 Q0983
EGKK,2024-03-26 19:20,EGKK 261920Z VRB01KT 8000 -RA SCT004 BKN014 09/08 Q0983
EGKK,2024-03-26 19:50,EGKK 261950Z 21003KT 8000 -RA SCT006 BKN016 09/08 Q0983
EGKK,2024-03-26 20:20,EGKK 262020Z 21004KT 7000 -RA SCT004 BKN018 09/08 Q0983
EGKK,2024-03-26 20:50,EGKK 262050Z 23009KT 9999 -RA SCT005 BKN031 08/07 Q0983
EGKK,2024-03-26 21:20,EGKK 262120Z 24012KT 9000 -RA FEW006 SCT008 BKN042 07/06 Q0983
EGKK,2024-03-26 21:50,EGKK 262150Z 24011KT 9999 -RA SCT008 BKN032 07/06 Q0983
EGKK,2024-03-26 22:20,EGKK 262220Z 24008KT 9999 -RA SCT012 BKN044 06/05 Q0983
EGKK,2024-03-26 22:50,EGKK 262250Z 24007KT 9999 -DZ FEW010 06/05 Q0983
EGKK,2024-03-26 23:20,EGKK 262320Z 22007KT 9999 -DZ BKN032 06/05 Q0983
EGKK,2024-03-26 23:50,EGKK 262350Z 21006KT 9999 -RA SCT040 06/05 Q0983
EGKK,2024-03-27 00:20,EGKK 270020Z 25003KT 9999 FEW029 05/04 Q0981
EGKK,2024-03-27 00:50,EGKK 270050Z 17003KT CAVOK 05/04 Q0982
EGKK,2024-03-27 01:20,EGKK 270120Z 20005KT 9999 FEW025 05/04 Q0983
EGKK,2024-03-27 01:50,EGKK 270150Z 20003KT CAVOK 05/04 Q0982
EGKK,2024-03-27 02:20,EGKK 270220Z 19003KT CAVOK 05/04 Q0982
EGKK,2024-03-27 02:50,EGKK 270250Z 17003KT 140V210 CAVOK 05/04 Q0981
EGKK,2024-03-27 03:20,EGKK 270320Z 16005KT CAVOK 05/05 Q0982
EGKK,2024-03-27 03:50,EGKK 270350Z 16004KT 9999 SCT020 BKN044 06/05 Q0981
EGKK,2024-03-27 04:20,EGKK 270420Z 16003KT 9999 -RA SCT028 06/05 Q0981
EGKK,2024-03-27 04:50,EGKK 270450Z 18003KT 150V220 9999 FEW027 06/05 Q0981
EGKK,2024-03-27 05:20,EGKK 270520Z 16004KT CAVOK 06/05 Q0981
EGKK,2024-03-27 05:50,EGKK 270550Z 16003KT 140V200 CAVOK 05/04 Q0980
EGKK,2024-03-27 06:20,EGKK 270620Z 17005KT 150V210 9999 FEW018 06/05 Q0980
EGKK,2024-03-27 06:50,EGKK 270650Z 18007KT 150V210 9999 FEW020 07/05 Q0980
EGKK,2024-03-27 07:20,EGKK 270720Z 17007KT 140V210 9999 FEW023 07/05 Q0980
EGKK,2024-03-27 07:50,EGKK 270750Z 18010KT 150V210 9999 FEW023 08/05 Q0981
EGKK,2024-03-27 08:20,EGKK 270820Z 18012KT 140V200 9999 FEW021 09/05 Q0981
EGKK,2024-03-27 08:50,EGKK 270850Z 18012KT 130V200 9999 SCT022 09/05 Q0981
EGKK,2024-03-27 09:20,EGKK 270920Z 18014G25KT 140V210 9999 FEW025 10/03 Q0981
EGKK,2024-03-27 09:50,EGKK 270950Z 18016KT 150V210 9999 FEW033 10/02 Q0981
EGKK,2024-03-27 10:20,EGKK 271020Z 18014G24KT 9999 SCT027 10/03 Q0981
EGKK,2024-03-27 10:50,EGKK 271050Z 18013KT 140V210 9999 SCT024 10/04 Q0981
EGKK,2024-03-27 11:20,EGKK 271120Z 18015G25KT 140V210 9999 BKN023 10/04 Q0981
EGKK,2024-03-27 11:50,EGKK 271150Z 17014KT 140V210 9999 -RA BKN023 10/04 Q0981
EGKK,2024-03-27 12:20,EGKK 271220Z 17010KT 140V200 7000 -RA SCT018 BKN023 08/05 Q0981 RESHRA
EGKK,2024-03-27 12:50,EGKK 271250Z 22011KT 9999 -RA FEW011 SCT018 BKN040 06/05 Q0981
EGKK,2024-03-27 13:20,EGKK 271320Z 18008KT 140V220 9999 -RA FEW043 07/05 Q0981
EGKK,2024-03-27 13:50,EGKK 271350Z 17008KT 120V210 9999 FEW014 08/06 Q0981
EGKK,2024-03-27 14:20,EGKK 271420Z 19009KT 140V230 9999 SCT018 09/06 Q0981
EGKK,2024-03-27 14:50,EGKK 271450Z 18012KT 140V220 9999 SCT020 09/05 Q0981
EGKK,2024-03-27 15:20,EGKK 271520Z 18010KT 9999 SCT019 10/05 Q0981
EGKK,2024-03-27 15:50,EGKK 271550Z 18011KT 140V210 9999 SCT023 10/04 Q0981
EGKK,2024-03-27 16:20,EGKK 271620Z 19013KT 150V210 9999 SCT028 10/04 Q0981
EGKK,2024-03-27 16:50,EGKK 271650Z 19010KT 150V210 9999 SCT027 10/03 Q0981
EGKK,2024-03-27 17:20,EGKK 271720Z 20011KT 160V220 9999 SCT028 09/03 Q0981
EGKK,2024-03-27 17:50,EGKK 271750Z 19009KT 9999 FEW030 09/03 Q0981
EGKK,2024-03-27 18:20,EGKK 271820Z 17006KT 9999 FEW030 09/03 Q0981
EGKK,2024-03-27 18:50,EGKK 271850Z 14004KT CAVOK 08/03 Q0981
EGKK,2024-03-27 19:20,EGKK 271920Z 14004KT 100V170 CAVOK 08/04 Q0980
EGKK,2024-03-27 19:50,EGKK 271950Z 11005KT CAVOK 07/05 Q0980
EGKK,2024-03-27 20:20,EGKK 272020Z 09006KT CAVOK 06/05 Q0980
EGKK,2024-03-27 20:50,EGKK 272050Z 09006KT CAVOK 06/05 Q0980
EGKK,2024-03-27 21:20,EGKK 272120Z 11006KT 080V150 9999 FEW035 07/06 Q0979
EGKK,2024-03-27 21:50,EGKK 272150Z 12008KT 9999 FEW035 08/06 Q0979
EGKK,2024-03-27 22:20,EGKK 272220Z 12009KT CAVOK 08/06 Q0978
EGKK,2024-03-27 22:50,EGKK 272250Z 12010KT 090V150 9999 FEW018 08/06 Q0977
EGKK,2024-03-27 23:20,EGKK 272320Z 12009KT 9999 FEW015 08/06 Q0976
EGKK,2024-03-27 23:50,EGKK 272350Z 13013KT 9999 FEW014 08/06 Q0976
EGKK,2024-03-28 00:50,EGKK 280050Z 13012KT 9999 -RA SCT013 SCT022 BKN049 08/06 Q0975
EGKK,2024-03-28 01:20,EGKK 280120Z 14012KT 110V180 7000 -RA FEW013 SCT019 BKN032 08/06 Q0974 RERA
EGKK,2024-03-28 01:50,EGKK 280150Z 13014KT 8000 -RA FEW013 SCT021 07/06 Q0974
EGKK,2024-03-28 02:20,EGKK 280220Z 14014KT 9000 -RA BKN012 07/06 Q0973
EGKK,2024-03-28 02:50,EGKK 280250Z 19011KT 160V220 9999 -RA BKN012 07/05 Q0973
EGKK,2024-03-28 03:20,EGKK 280320Z 22010KT 9999 SCT011 BKN018 06/05 Q0974
EGKK,2024-03-28 03:50,EGKK 280350Z 21009KT 9999 FEW017 06/04 Q0975
EGKK,2024-03-28 04:20,EGKK 280420Z 22008KT CAVOK 05/03 Q0975
EGKK,2024-03-28 04:50,EGKK 280450Z 20005KT 9999 FEW020 05/03 Q0976
EGKK,2024-03-28 05:20,EGKK 280520Z 19005KT 9999 FEW032 05/03 Q0977
EGKK,2024-03-28 05:50,EGKK 280550Z 19005KT 150V230 9999 FEW023 05/03 Q0977
EGKK,2024-03-28 06:20,EGKK 280620Z 19007KT 170V230 9999 -RA FEW024 SCT043 05/03 Q0978
EGKK,2024-03-28 06:50,EGKK 280650Z 20007KT 9999 -SHRA FEW019 SCT038 05/03 Q0978
EGKK,2024-03-28 07:20,EGKK 280720Z 21008KT 9999 2500SW -RA VCSH SCT014CB BKN027 05/03 Q0978
EGKK,2024-03-28 07:50,EGKK 280750Z 22009KT 7000 -RA FEW012 BKN018CB 05/03 Q0979 RESHRA
EGKK,2024-03-28 08:20,EGKK 280820Z 18007KT 120V220 9999 -SHRA FEW014 BKN020 07/05 Q0979
EGKK,2024-03-28 08:50,EGKK 280850Z 19012KT 140V220 9999 SCT019 08/04 Q0979
EGKK,2024-03-28 09:20,EGKK 280920Z 18012KT 9999 SCT020 SCT029 08/04 Q0979
EGKK,2024-03-28 09:50,EGKK 280950Z 19013G24KT 9999 SCT023 SCT028 09/04 Q0979
EGKK,2024-03-28 10:20,EGKK 281020Z 18015G25KT 140V210 9999 BKN024 09/04 Q0979
EGKK,2024-03-28 10:50,EGKK 281050Z 17015G25KT 130V220 8000 -RA FEW012 BKN020 08/04 Q0979
EGKK,2024-03-28 11:20,COR EGKK 281120Z 17015G25KT 7000 2500W -RA VCSH FEW013 BKN018 BKN026 07/05 Q0979
EGKK,2024-03-28 11:50,EGKK 281150Z 17012KT 140V200 6000 2500W -RA VCSH BKN013 BKN022 07/05 Q0979
EGKK,2024-03-28 12:20,EGKK 281220Z 17012KT 9999 -SHRA FEW018 BKN025 08/06 Q0978
EGKK,2024-03-28 12:50,EGKK 281250Z 17014G25KT 140V210 9000 -SHRA BKN023 09/06 Q0978
EGKK,2024-03-28 13:20,EGKK 281320Z 18015G27KT 9000 -RA SCT023 BKN028 09/06 Q0978
EGKK,2024-03-28 13:50,EGKK 281350Z 18016G28KT 150V210 9000 -RA SCT015 BKN023 09/07 Q0979 RERA
EGKK,2024-03-28 14:20,EGKK 281420Z 19014KT 9000 -RA FEW015 BKN020 10/07 Q0979
EGKK,2024-03-28 14:50,COR EGKK 281450Z 18013KT 150V210 7000 -RA FEW019 BKN028 09/07 Q0979
EGKK,2024-03-28 15:20,EGKK 281520Z 18016G26KT 140V210 9999 -RA FEW019 BKN030 09/07 Q0979
EGKK,2024-03-28 15:50,EGKK 281550Z 20017G27KT 9999 SCT020 BKN025 10/07 Q0978
EGKK,2024-03-28 16:20,EGKK 281620Z 19018G29KT 9999 SCT026 BKN030 11/06 Q0979
EGKK,2024-03-28 16:50,EGKK 281650Z 19019G32KT 160V220 9999 BKN029 11/06 Q0978
EGKK,2024-03-28 17:20,EGKK 281720Z 20019G35KT 160V220 9999 BKN029 11/06 Q0978
EGKK,2024-03-28 17:50,EGKK 281750Z 19019G33KT 160V220 9999 BKN023 11/06 Q0979
EGKK,2024-03-28 18:20,EGKK 281820Z 20019G32KT 9999 BKN026 10/06 Q0979
EGKK,2024-03-28 18:50,EGKK 281850Z 20018G30KT 9999 BKN027 10/06 Q0980
EGKK,2024-03-28 19:20,EGKK 281920Z 20018G30KT 9999 BKN024 10/06 Q0980
EGKK,2024-03-28 19:50,EGKK 281950Z 21017G31KT 9999 BKN024 10/06 Q0981
EGKK,2024-03-28 20:20,EGKK 282020Z 20018G30KT 170V240 9999 BKN023 10/06 Q0981
EGKK,2024-03-28 20:50,EGKK 282050Z 21017KT 170V230 9999 BKN021 10/06 Q0981
EGKK,2024-03-28 21:20,EGKK 282120Z 21019G33KT 190V250 9999 BKN023 10/06 Q0982
EGKK,2024-03-28 21:50,EGKK 282150Z 21019G32KT 160V230 9999 BKN021 10/06 Q0982
EGKK,2024-03-28 22:20,EGKK 282220Z 21017G27KT 9999 BKN020 10/06 Q0982
